icd_class,icd_class_short,icd3,age_band,sex,deaths,age_band_label,age_band_order
II,Новообразования,C15,75_79,жен,10,75-79,16
II,Новообразования,C15,75_79,муж,15,75-79,16
II,Новообразования,C15,80_plus,жен,16,80+,17
II,Новообразования,C15,80_plus,муж,12,80+,17
II,Новообразования,C16,30_34,жен,2,30-34,7
II,Новообразования,C16,30_34,муж,5,30-34,7
II,Новообразования,C16,35_39,жен,3,35-39,8
II,Новообразования,C16,35_39,муж,5,35-39,8
II,Новообразования,C16,40_44,жен,5,40-44,9
II,Новообразования,C16,40_44,муж,14,40-44,9
II,Новообразования,C16,45_49,жен,10,45-49,10
II,Новообразования,C16,45_49,муж,26,45-49,10
II,Новообразования,C16,50_54,жен,12,50-54,11
II,Новообразования,C16,50_54,муж,42,50-54,11
II,Новообразования,C16,55_59,жен,35,55-59,12
II,Новообразования,C16,55_59,муж,58,55-59,12
II,Новообразования,C16,60_64,жен,45,60-64,13
II,Новообразования,C16,60_64,муж,129,60-64,13
II,Новообразования,C16,65_69,жен,80,65-69,14
II,Новообразования,C16,65_69,муж,142,65-69,14
II,Новообразования,C16,70_74,жен,56,70-74,15
II,Новообразования,C16,70_74,муж,117,70-74,15
II,Новообразования,C16,75_79,жен,72,75-79,16
II,Новообразования,C16,75_79,муж,76,75-79,16
II,Новообразования,C16,80_plus,жен,84,80+,17
II,Новообразования,C16,80_plus,муж,65,80+,17
II,Новообразования,C17,30_34,муж,1,30-34,7
II,Новообразования,C17,45_49,муж,1,45-49,10
II,Новообразования,C17,50_54,жен,1,50-54,11
II,Новообразования,C17,55_59,жен,2,55-59,12
II,Новообразования,C17,55_59,муж,3,55-59,12
II,Новообразования,C17,60_64,жен,4,60-64,13
II,Новообразования,C17,60_64,муж,2,60-64,13
II,Новообразования,C17,65_69,жен,6,65-69,14
II,Новообразования,C17,65_69,муж,1,65-69,14
II,Новообразования,C17,70_74,жен,7,70-74,15
II,Новообразования,C17,70_74,муж,6,70-74,15
II,Новообразования,C17,75_79,жен,4,75-79,16
II,Новообразования,C17,75_79,муж,1,75-79,16
II,Новообразования,C17,80_plus,жен,3,80+,17
II,Новообразования,C17,80_plus,муж,2,80+,17
II,Новообразования,C18,25_29,жен,2,25-29,6
II,Новообразования,C18,30_34,жен,1,30-34,7
II,Новообразования,C18,35_39,жен,3,35-39,8
II,Новообразования,C18,35_39,муж,3,35-39,8
II,Новообразования,C18,40_44,жен,3,40-44,9
II,Новообразования,C18,40_44,муж,7,40-44,9
II,Новообразования,C18,45_49,жен,10,45-49,10
II,Новообразования,C18,45_49,муж,10,45-49,10
II,Новообразования,C18,50_54,жен,6,50-54,11
II,Новообразования,C18,50_54,муж,12,50-54,11
II,Новообразования,C18,55_59,жен,27,55-59,12
II,Новообразования,C18,55_59,муж,30,55-59,12
II,Новообразования,C18,60_64,жен,48,60-64,13
II,Новообразования,C18,60_64,муж,43,60-64,13
II,Новообразования,C18,65_69,жен,83,65-69,14
II,Новообразования,C18,65_69,муж,71,65-69,14
II,Новообразования,C18,70_74,жен,78,70-74,15
II,Новообразования,C18,70_74,муж,82,70-74,15
II,Новообразования,C18,75_79,жен,85,75-79,16
II,Новообразования,C18,75_79,муж,39,75-79,16
II,Новообразования,C18,80_plus,жен,124,80+,17
II,Новообразования,C18,80_plus,муж,49,80+,17
II,Новообразования,C19,35_39,жен,1,35-39,8
II,Новообразования,C19,40_44,жен,1,40-44,9
II,Новообразования,C19,40_44,муж,1,40-44,9
II,Новообразования,C19,45_49,муж,1,45-49,10
II,Новообразования,C19,50_54,муж,1,50-54,11
II,Новообразования,C19,55_59,жен,8,55-59,12
II,Новообразования,C19,55_59,муж,3,55-59,12
II,Новообразования,C19,60_64,жен,6,60-64,13
II,Новообразования,C19,60_64,муж,6,60-64,13
II,Новообразования,C19,65_69,жен,13,65-69,14
II,Новообразования,C19,65_69,муж,23,65-69,14
II,Новообразования,C19,70_74,жен,7,70-74,15
II,Новообразования,C19,70_74,муж,11,70-74,15
II,Новообразования,C19,75_79,жен,11,75-79,16
II,Новообразования,C19,75_79,муж,5,75-79,16
II,Новообразования,C19,80_plus,жен,19,80+,17
II,Новообразования,C19,80_plus,муж,3,80+,17
II,Новообразования,C20,25_29,муж,1,25-29,6
II,Новообразования,C20,35_39,жен,1,35-39,8
II,Новообразования,C20,35_39,муж,3,35-39,8
II,Новообразования,C20,40_44,муж,1,40-44,9
II,Новообразования,C20,45_49,жен,6,45-49,10
II,Новообразования,C20,45_49,муж,7,45-49,10
II,Новообразования,C20,50_54,жен,10,50-54,11
II,Новообразования,C20,50_54,муж,8,50-54,11
II,Новообразования,C20,55_59,жен,6,55-59,12
II,Новообразования,C20,55_59,муж,17,55-59,12
II,Новообразования,C20,60_64,жен,21,60-64,13
II,Новообразования,C20,60_64,муж,28,60-64,13
II,Новообразования,C20,65_69,жен,33,65-69,14
II,Новообразования,C20,65_69,муж,29,65-69,14
II,Новообразования,C20,70_74,жен,30,70-74,15
II,Новообразования,C20,70_74,муж,36,70-74,15
II,Новообразования,C20,75_79,жен,14,75-79,16
II,Новообразования,C20,75_79,муж,24,75-79,16
II,Новообразования,C20,80_plus,жен,35,80+,17
II,Новообразования,C20,80_plus,муж,17,80+,17
II,Новообразования,C21,25_29,муж,1,25-29,6
II,Новообразования,C21,35_39,жен,1,35-39,8
II,Новообразования,C21,40_44,муж,1,40-44,9
II,Новообразования,C21,45_49,жен,3,45-49,10
II,Новообразования,C21,50_54,жен,4,50-54,11
II,Новообразования,C21,50_54,муж,2,50-54,11
II,Новообразования,C21,55_59,жен,1,55-59,12
II,Новообразования,C21,55_59,муж,2,55-59,12
II,Новообразования,C21,60_64,жен,5,60-64,13
II,Новообразования,C21,60_64,муж,3,60-64,13
II,Новообразования,C21,65_69,жен,8,65-69,14
II,Новообразования,C21,65_69,муж,2,65-69,14
II,Новообразования,C21,70_74,жен,4,70-74,15
II,Новообразования,C21,70_74,муж,4,70-74,15
II,Новообразования,C21,75_79,жен,5,75-79,16
II,Новообразования,C21,75_79,муж,3,75-79,16
II,Новообразования,C21,80_plus,жен,2,80+,17
II,Новообразования,C21,80_plus,муж,1,80+,17
II,Новообразования,C22,30_34,муж,1,30-34,7
II,Новообразования,C22,35_39,жен,2,35-39,8
II,Новообразования,C22,35_39,муж,2,35-39,8
II,Новообразования,C22,40_44,жен,1,40-44,9
II,Новообразования,C22,40_44,муж,14,40-44,9
II,Новообразования,C22,45_49,жен,3,45-49,10
II,Новообразования,C22,45_49,муж,25,45-49,10
II,Новообразования,C22,50_54,жен,15,50-54,11
II,Новообразования,C22,50_54,муж,47,50-54,11
II,Новообразования,C22,55_59,жен,8,55-59,12
II,Новообразования,C22,55_59,муж,53,55-59,12
II,Новообразования,C22,60_64,жен,20,60-64,13
II,Новообразования,C22,60_64,муж,63,60-64,13
II,Новообразования,C22,65_69,жен,32,65-69,14
II,Новообразования,C22,65_69,муж,65,65-69,14
II,Новообразования,C22,70_74,жен,25,70-74,15
II,Новообразования,C22,70_74,муж,51,70-74,15
II,Новообразования,C22,75_79,жен,31,75-79,16
II,Новообразования,C22,75_79,муж,35,75-79,16
II,Новообразования,C22,80_plus,жен,40,80+,17
II,Новообразования,C22,80_plus,муж,19,80+,17
II,Новообразования,C23,40_44,муж,1,40-44,9
II,Новообразования,C23,50_54,жен,1,50-54,11
II,Новообразования,C23,55_59,жен,1,55-59,12
II,Новообразования,C23,60_64,жен,5,60-64,13
II,Новообразования,C23,60_64,муж,1,60-64,13
II,Новообразования,C23,65_69,жен,2,65-69,14
II,Новообразования,C23,65_69,муж,2,65-69,14
II,Новообразования,C23,70_74,жен,4,70-74,15
II,Новообразования,C23,70_74,муж,1,70-74,15
II,Новообразования,C23,75_79,жен,1,75-79,16
II,Новообразования,C23,75_79,муж,2,75-79,16
II,Новообразования,C23,80_plus,жен,7,80+,17
II,Новообразования,C23,80_plus,муж,1,80+,17
II,Новообразования,C24,35_39,муж,1,35-39,8
II,Новообразования,C24,40_44,жен,1,40-44,9
II,Новообразования,C24,45_49,жен,4,45-49,10
II,Новообразования,C24,45_49,муж,1,45-49,10
II,Новообразования,C24,50_54,жен,3,50-54,11
II,Новообразования,C24,50_54,муж,1,50-54,11
II,Новообразования,C24,55_59,жен,2,55-59,12
II,Новообразования,C24,55_59,муж,5,55-59,12
II,Новообразования,C24,60_64,жен,3,60-64,13
II,Новообразования,C24,60_64,муж,8,60-64,13
II,Новообразования,C24,65_69,жен,8,65-69,14
II,Новообразования,C24,65_69,муж,8,65-69,14
II,Новообразования,C24,70_74,жен,8,70-74,15
II,Новообразования,C24,70_74,муж,5,70-74,15
II,Новообразования,C24,75_79,жен,6,75-79,16
II,Новообразования,C24,75_79,муж,1,75-79,16
II,Новообразования,C24,80_plus,жен,7,80+,17
II,Новообразования,C24,80_plus,муж,1,80+,17
II,Новообразования,C25,35_39,муж,1,35-39,8
II,Новообразования,C25,40_44,жен,5,40-44,9
II,Новообразования,C25,40_44,муж,6,40-44,9
II,Новообразования,C25,45_49,жен,13,45-49,10
II,Новообразования,C25,45_49,муж,21,45-49,10
II,Новообразования,C25,50_54,жен,16,50-54,11
II,Новообразования,C25,50_54,муж,25,50-54,11
II,Новообразования,C25,55_59,жен,31,55-59,12
II,Новообразования,C25,55_59,муж,52,55-59,12
II,Новообразования,C25,60_64,жен,62,60-64,13
II,Новообразования,C25,60_64,муж,66,60-64,13
II,Новообразования,C25,65_69,жен,84,65-69,14
II,Новообразования,C25,65_69,муж,79,65-69,14
II,Новообразования,C25,70_74,жен,81,70-74,15
II,Новообразования,C25,70_74,муж,62,70-74,15
II,Новообразования,C25,75_79,жен,47,75-79,16
II,Новообразования,C25,75_79,муж,34,75-79,16
II,Новообразования,C25,80_plus,жен,73,80+,17
II,Новообразования,C25,80_plus,муж,17,80+,17
II,Новообразования,C26,55_59,жен,1,55-59,12
II,Новообразования,C26,75_79,жен,1,75-79,16
II,Новообразования,C26,75_79,муж,1,75-79,16
II,Новообразования,C30,30_34,жен,1,30-34,7
II,Новообразования,C30,50_54,муж,1,50-54,11
II,Новообразования,C30,60_64,жен,1,60-64,13
II,Новообразования,C30,65_69,муж,1,65-69,14
II,Новообразования,C30,70_74,муж,1,70-74,15
II,Новообразования,C30,80_plus,жен,1,80+,17
II,Новообразования,C31,40_44,муж,1,40-44,9
II,Новообразования,C31,45_49,жен,2,45-49,10
II,Новообразования,C31,45_49,муж,1,45-49,10
II,Новообразования,C31,50_54,муж,2,50-54,11
II,Новообразования,C31,55_59,жен,1,55-59,12
II,Новообразования,C31,60_64,муж,2,60-64,13
II,Новообразования,C31,65_69,муж,2,65-69,14
II,Новообразования,C31,70_74,жен,1,70-74,15
II,Новообразования,C31,80_plus,жен,1,80+,17
II,Новообразования,C32,35_39,муж,1,35-39,8
II,Новообразования,C32,40_44,муж,3,40-44,9
II,Новообразования,C32,45_49,жен,1,45-49,10
II,Новообразования,C32,45_49,муж,10,45-49,10
II,Новообразования,C32,50_54,жен,5,50-54,11
II,Новообразования,C32,50_54,муж,14,50-54,11
II,Новообразования,C32,55_59,муж,28,55-59,12
II,Новообразования,C32,60_64,жен,1,60-64,13
II,Новообразования,C32,60_64,муж,47,60-64,13
II,Новообразования,C32,65_69,жен,3,65-69,14
II,Новообразования,C32,65_69,муж,42,65-69,14
II,Новообразования,C32,70_74,жен,3,70-74,15
II,Новообразования,C32,70_74,муж,25,70-74,15
II,Новообразования,C32,75_79,жен,1,75-79,16
II,Новообразования,C32,75_79,муж,8,75-79,16
II,Новообразования,C32,80_plus,жен,1,80+,17
II,Новообразования,C32,80_plus,муж,7,80+,17
II,Новообразования,C33,30_34,жен,1,30-34,7
II,Новообразования,C33,50_54,муж,1,50-54,11
II,Новообразования,C33,55_59,муж,1,55-59,12
II,Новообразования,C33,65_69,жен,1,65-69,14
II,Новообразования,C33,65_69,муж,2,65-69,14
II,Новообразования,C33,70_74,муж,1,70-74,15
II,Новообразования,C33,75_79,жен,1,75-79,16
II,Новообразования,C33,80_plus,муж,2,80+,17
II,Новообразования,C34,30_34,жен,1,30-34,7
II,Новообразования,C34,30_34,муж,2,30-34,7
II,Новообразования,C34,35_39,жен,1,35-39,8
II,Новообразования,C34,35_39,муж,8,35-39,8
II,Новообразования,C34,40_44,жен,7,40-44,9
II,Новообразования,C34,40_44,муж,13,40-44,9
II,Новообразования,C34,45_49,жен,17,45-49,10
II,Новообразования,C34,45_49,муж,36,45-49,10
II,Новообразования,C34,50_54,жен,33,50-54,11
II,Новообразования,C34,50_54,муж,109,50-54,11
II,Новообразования,C34,55_59,жен,39,55-59,12
II,Новообразования,C34,55_59,муж,204,55-59,12
II,Новообразования,C34,60_64,жен,114,60-64,13
II,Новообразования,C34,60_64,муж,375,60-64,13
II,Новообразования,C34,65_69,жен,126,65-69,14
II,Новообразования,C34,65_69,муж,426,65-69,14
II,Новообразования,C34,70_74,жен,111,70-74,15
II,Новообразования,C34,70_74,муж,311,70-74,15
II,Новообразования,C34,75_79,жен,51,75-79,16
II,Новообразования,C34,75_79,муж,148,75-79,16
II,Новообразования,C34,80_plus,жен,87,80+,17
II,Новообразования,C34,80_plus,муж,113,80+,17
II,Новообразования,C37,60_64,муж,2,60-64,13
II,Новообразования,C38,15_19,муж,1,15-19,4
II,Новообразования,C38,50_54,жен,5,50-54,11
II,Новообразования,C38,55_59,муж,2,55-59,12
II,Новообразования,C38,60_64,жен,1,60-64,13
II,Новообразования,C38,60_64,муж,5,60-64,13
II,Новообразования,C38,65_69,муж,1,65-69,14
II,Новообразования,C38,70_74,жен,2,70-74,15
II,Новообразования,C38,70_74,муж,2,70-74,15
II,Новообразования,C38,75_79,муж,2,75-79,16
II,Новообразования,C39,55_59,муж,1,55-59,12
II,Новообразования,C40,20_24,муж,1,20-24,5
II,Новообразования,C40,25_29,муж,2,25-29,6
II,Новообразования,C40,35_39,муж,1,35-39,8
II,Новообразования,C40,40_44,муж,1,40-44,9
II,Новообразования,C40,50_54,муж,1,50-54,11
II,Новообразования,C40,60_64,жен,1,60-64,13
II,Новообразования,C40,65_69,жен,1,65-69,14
II,Новообразования,C40,70_74,жен,1,70-74,15
II,Новообразования,C40,75_79,жен,2,75-79,16
II,Новообразования,C40,80_plus,жен,1,80+,17
II,Новообразования,C41,30_34,жен,1,30-34,7
II,Новообразования,C41,30_34,муж,2,30-34,7
II,Новообразования,C41,45_49,муж,1,45-49,10
II,Новообразования,C41,50_54,муж,1,50-54,11
II,Новообразования,C41,55_59,жен,1,55-59,12
II,Новообразования,C41,55_59,муж,1,55-59,12
II,Новообразования,C41,60_64,жен,2,60-64,13
II,Новообразования,C41,60_64,муж,2,60-64,13
II,Новообразования,C41,65_69,жен,3,65-69,14
II,Новообразования,C41,65_69,муж,2,65-69,14
II,Новообразования,C41,70_74,жен,1,70-74,15
II,Новообразования,C41,80_plus,жен,2,80+,17
II,Новообразования,C41,80_plus,муж,1,80+,17
II,Новообразования,C43,25_29,муж,1,25-29,6
II,Новообразования,C43,30_34,муж,1,30-34,7
II,Новообразования,C43,35_39,жен,2,35-39,8
II,Новообразования,C43,35_39,муж,2,35-39,8
II,Новообразования,C43,40_44,жен,4,40-44,9
II,Новообразования,C43,40_44,муж,2,40-44,9
II,Новообразования,C43,45_49,жен,6,45-49,10
II,Новообразования,C43,45_49,муж,2,45-49,10
II,Новообразования,C43,50_54,жен,5,50-54,11
II,Новообразования,C43,50_54,муж,6,50-54,11
II,Новообразования,C43,55_59,жен,6,55-59,12
II,Новообразования,C43,55_59,муж,8,55-59,12
II,Новообразования,C43,60_64,жен,10,60-64,13
II,Новообразования,C43,60_64,муж,8,60-64,13
II,Новообразования,C43,65_69,жен,19,65-69,14
II,Новообразования,C43,65_69,муж,10,65-69,14
II,Новообразования,C43,70_74,жен,11,70-74,15
II,Новообразования,C43,70_74,муж,10,70-74,15
II,Новообразования,C43,75_79,жен,10,75-79,16
II,Новообразования,C43,75_79,муж,10,75-79,16
II,Новообразования,C43,80_plus,жен,15,80+,17
II,Новообразования,C43,80_plus,муж,2,80+,17
II,Новообразования,C44,35_39,муж,1,35-39,8
II,Новообразования,C44,40_44,муж,2,40-44,9
II,Новообразования,C44,45_49,муж,1,45-49,10
II,Новообразования,C44,50_54,жен,4,50-54,11
II,Новообразования,C44,55_59,муж,2,55-59,12
II,Новообразования,C44,60_64,жен,1,60-64,13
II,Новообразования,C44,60_64,муж,3,60-64,13
II,Новообразования,C44,65_69,жен,4,65-69,14
II,Новообразования,C44,65_69,муж,5,65-69,14
II,Новообразования,C44,70_74,жен,4,70-74,15
II,Новообразования,C44,70_74,муж,1,70-74,15
II,Новообразования,C44,75_79,жен,1,75-79,16
II,Новообразования,C44,75_79,муж,2,75-79,16
II,Новообразования,C44,80_plus,жен,13,80+,17
II,Новообразования,C44,80_plus,муж,1,80+,17
II,Новообразования,C45,35_39,муж,2,35-39,8
II,Новообразования,C45,45_49,жен,1,45-49,10
II,Новообразования,C45,50_54,жен,2,50-54,11
II,Новообразования,C45,50_54,муж,1,50-54,11
II,Новообразования,C45,55_59,жен,2,55-59,12
II,Новообразования,C45,55_59,муж,1,55-59,12
II,Новообразования,C45,60_64,жен,3,60-64,13
II,Новообразования,C45,60_64,муж,1,60-64,13
II,Новообразования,C45,65_69,жен,4,65-69,14
II,Новообразования,C45,65_69,муж,5,65-69,14
II,Новообразования,C45,70_74,жен,4,70-74,15
II,Новообразования,C45,70_74,муж,5,70-74,15
II,Новообразования,C45,75_79,жен,4,75-79,16
II,Новообразования,C45,75_79,муж,1,75-79,16
II,Новообразования,C45,80_plus,жен,10,80+,17
II,Новообразования,C45,80_plus,муж,6,80+,17
II,Новообразования,C47,50_54,муж,1,50-54,11
II,Новообразования,C47,65_69,муж,1,65-69,14
II,Новообразования,C47,75_79,жен,1,75-79,16
II,Новообразования,C48,40_44,муж,2,40-44,9
II,Новообразования,C48,45_49,жен,1,45-49,10
II,Новообразования,C48,55_59,жен,4,55-59,12
II,Новообразования,C48,55_59,муж,3,55-59,12
II,Новообразования,C48,5_9,жен,1,5-9,2
II,Новообразования,C48,60_64,жен,6,60-64,13
II,Новообразования,C48,60_64,муж,2,60-64,13
II,Новообразования,C48,65_69,жен,6,65-69,14
II,Новообразования,C48,65_69,муж,1,65-69,14
II,Новообразования,C48,70_74,жен,2,70-74,15
II,Новообразования,C48,70_74,муж,2,70-74,15
II,Новообразования,C48,75_79,жен,3,75-79,16
II,Новообразования,C48,75_79,муж,1,75-79,16
II,Новообразования,C48,80_plus,жен,2,80+,17
II,Новообразования,C48,80_plus,муж,1,80+,17
II,Новообразования,C49,15_19,жен,1,15-19,4
II,Новообразования,C49,25_29,муж,1,25-29,6
II,Новообразования,C49,35_39,муж,1,35-39,8
II,Новообразования,C49,40_44,жен,1,40-44,9
II,Новообразования,C49,40_44,муж,2,40-44,9
II,Новообразования,C49,45_49,муж,3,45-49,10
II,Новообразования,C49,50_54,жен,1,50-54,11
II,Новообразования,C49,50_54,муж,1,50-54,11
II,Новообразования,C49,60_64,муж,5,60-64,13
II,Новообразования,C49,65_69,жен,5,65-69,14
II,Новообразования,C49,65_69,муж,5,65-69,14
II,Новообразования,C49,70_74,жен,6,70-74,15
II,Новообразования,C49,70_74,муж,7,70-74,15
II,Новообразования,C49,75_79,жен,1,75-79,16
II,Новообразования,C49,75_79,муж,4,75-79,16
II,Новообразования,C49,80_plus,жен,4,80+,17
II,Новообразования,C49,80_plus,муж,2,80+,17
II,Новообразования,C50,30_34,жен,6,30-34,7
II,Новообразования,C50,35_39,жен,13,35-39,8
II,Новообразования,C50,40_44,жен,29,40-44,9
II,Новообразования,C50,40_44,муж,1,40-44,9
II,Новообразования,C50,45_49,жен,39,45-49,10
II,Новообразования,C50,50_54,жен,47,50-54,11
II,Новообразования,C50,50_54,муж,1,50-54,11
II,Новообразования,C50,55_59,жен,76,55-59,12
II,Новообразования,C50,55_59,муж,1,55-59,12
II,Новообразования,C50,60_64,жен,93,60-64,13
II,Новообразования,C50,65_69,жен,113,65-69,14
II,Новообразования,C50,65_69,муж,1,65-69,14
II,Новообразования,C50,70_74,жен,81,70-74,15
II,Новообразования,C50,70_74,муж,2,70-74,15
II,Новообразования,C50,75_79,жен,67,75-79,16
II,Новообразования,C50,75_79,муж,1,75-79,16
II,Новообразования,C50,80_plus,жен,104,80+,17
II,Новообразования,C51,30_34,жен,1,30-34,7
II,Новообразования,C51,35_39,жен,2,35-39,8
II,Новообразования,C51,40_44,жен,2,40-44,9
II,Новообразования,C51,55_59,жен,3,55-59,12
II,Новообразования,C51,60_64,жен,3,60-64,13
II,Новообразования,C51,65_69,жен,4,65-69,14
II,Новообразования,C51,70_74,жен,2,70-74,15
II,Новообразования,C51,75_79,жен,3,75-79,16
II,Новообразования,C51,80_plus,жен,12,80+,17
II,Новообразования,C52,1_4,жен,1,1-4,1
II,Новообразования,C52,30_34,жен,1,30-34,7
II,Новообразования,C52,55_59,жен,2,55-59,12
II,Новообразования,C52,60_64,жен,1,60-64,13
II,Новообразования,C52,80_plus,жен,1,80+,17
II,Новообразования,C53,25_29,жен,4,25-29,6
II,Новообразования,C53,30_34,жен,8,30-34,7
II,Новообразования,C53,35_39,жен,19,35-39,8
II,Новообразования,C53,40_44,жен,36,40-44,9
II,Новообразования,C53,45_49,жен,35,45-49,10
II,Новообразования,C53,50_54,жен,29,50-54,11
II,Новообразования,C53,55_59,жен,23,55-59,12
II,Новообразования,C53,60_64,жен,31,60-64,13
II,Новообразования,C53,65_69,жен,37,65-69,14
II,Новообразования,C53,70_74,жен,27,70-74,15
II,Новообразования,C53,75_79,жен,12,75-79,16
II,Новообразования,C53,80_plus,жен,21,80+,17
II,Новообразования,C54,35_39,жен,1,35-39,8
II,Новообразования,C54,40_44,жен,6,40-44,9
II,Новообразования,C54,45_49,жен,8,45-49,10
II,Новообразования,C54,50_54,жен,13,50-54,11
II,Новообразования,C54,55_59,жен,24,55-59,12
II,Новообразования,C54,60_64,жен,36,60-64,13
II,Новообразования,C54,65_69,жен,44,65-69,14
II,Новообразования,C54,65_69,муж,1,65-69,14
II,Новообразования,C54,70_74,жен,29,70-74,15
II,Новообразования,C54,75_79,жен,24,75-79,16
II,Новообразования,C54,80_plus,жен,35,80+,17
II,Новообразования,C55,65_69,жен,1,65-69,14
II,Новообразования,C56,20_24,жен,2,20-24,5
II,Новообразования,C56,25_29,жен,2,25-29,6
II,Новообразования,C56,35_39,жен,4,35-39,8
II,Новообразования,C56,40_44,жен,8,40-44,9
II,Новообразования,C56,45_49,жен,17,45-49,10
II,Новообразования,C56,50_54,жен,15,50-54,11
II,Новообразования,C56,55_59,жен,24,55-59,12
II,Новообразования,C56,60_64,жен,40,60-64,13
II,Новообразования,C56,65_69,жен,72,65-69,14
II,Новообразования,C56,70_74,жен,49,70-74,15
II,Новообразования,C56,75_79,жен,35,75-79,16
II,Новообразования,C56,80_plus,жен,43,80+,17
II,Новообразования,C57,45_49,жен,1,45-49,10
II,Новообразования,C57,55_59,жен,5,55-59,12
II,Новообразования,C57,60_64,жен,4,60-64,13
II,Новообразования,C57,65_69,жен,3,65-69,14
II,Новообразования,C57,70_74,жен,1,70-74,15
II,Новообразования,C57,75_79,жен,2,75-79,16
II,Новообразования,C57,80_plus,жен,1,80+,17
II,Новообразования,C60,50_54,муж,1,50-54,11
II,Новообразования,C60,55_59,муж,1,55-59,12
II,Новообразования,C60,60_64,муж,1,60-64,13
II,Новообразования,C60,65_69,муж,2,65-69,14
II,Новообразования,C60,70_74,муж,2,70-74,15
II,Новообразования,C60,75_79,муж,2,75-79,16
II,Новообразования,C61,50_54,муж,1,50-54,11
II,Новообразования,C61,55_59,муж,23,55-59,12
II,Новообразования,C61,60_64,муж,47,60-64,13
II,Новообразования,C61,65_69,муж,79,65-69,14
II,Новообразования,C61,70_74,муж,91,70-74,15
II,Новообразования,C61,75_79,муж,76,75-79,16
II,Новообразования,C61,80_plus,муж,71,80+,17
II,Новообразования,C62,20_24,муж,1,20-24,5
II,Новообразования,C62,30_34,муж,3,30-34,7
II,Новообразования,C62,35_39,муж,2,35-39,8
II,Новообразования,C62,40_44,муж,5,40-44,9
II,Новообразования,C62,45_49,муж,1,45-49,10
II,Новообразования,C62,50_54,муж,1,50-54,11
II,Новообразования,C62,55_59,муж,1,55-59,12
II,Новообразования,C62,65_69,муж,2,65-69,14
II,Новообразования,C62,70_74,муж,2,70-74,15
II,Новообразования,C63,70_74,муж,3,70-74,15
II,Новообразования,C64,30_34,жен,1,30-34,7
II,Новообразования,C64,35_39,муж,1,35-39,8
II,Новообразования,C64,40_44,жен,2,40-44,9
II,Новообразования,C64,40_44,муж,5,40-44,9
II,Новообразования,C64,45_49,жен,3,45-49,10
II,Новообразования,C64,45_49,муж,8,45-49,10
II,Новообразования,C64,50_54,жен,6,50-54,11
II,Новообразования,C64,50_54,муж,18,50-54,11
II,Новообразования,C64,55_59,жен,6,55-59,12
II,Новообразования,C64,55_59,муж,37,55-59,12
II,Новообразования,C64,60_64,жен,13,60-64,13
II,Новообразования,C64,60_64,муж,42,60-64,13
II,Новообразования,C64,65_69,жен,13,65-69,14
II,Новообразования,C64,65_69,муж,50,65-69,14
II,Новообразования,C64,70_74,жен,16,70-74,15
II,Новообразования,C64,70_74,муж,29,70-74,15
II,Новообразования,C64,75_79,жен,15,75-79,16
II,Новообразования,C64,75_79,муж,25,75-79,16
II,Новообразования,C64,80_plus,жен,25,80+,17
II,Новообразования,C64,80_plus,муж,8,80+,17
II,Новообразования,C65,55_59,муж,1,55-59,12
II,Новообразования,C65,60_64,муж,1,60-64,13
II,Новообразования,C65,65_69,муж,2,65-69,14
II,Новообразования,C65,70_74,жен,2,70-74,15
II,Новообразования,C65,70_74,муж,3,70-74,15
II,Новообразования,C65,80_plus,жен,1,80+,17
II,Новообразования,C65,80_plus,муж,2,80+,17
II,Новообразования,C66,45_49,муж,1,45-49,10
II,Новообразования,C66,60_64,муж,2,60-64,13
II,Новообразования,C66,65_69,жен,2,65-69,14
II,Новообразования,C66,70_74,жен,1,70-74,15
II,Новообразования,C66,70_74,муж,1,70-74,15
II,Новообразования,C66,80_plus,жен,2,80+,17
II,Новообразования,C67,30_34,жен,1,30-34,7
II,Новообразования,C67,40_44,жен,1,40-44,9
II,Новообразования,C67,45_49,муж,3,45-49,10
II,Новообразования,C67,50_54,жен,3,50-54,11
II,Новообразования,C67,50_54,муж,7,50-54,11
II,Новообразования,C67,55_59,жен,6,55-59,12
II,Новообразования,C67,55_59,муж,16,55-59,12
II,Новообразования,C67,60_64,жен,8,60-64,13
II,Новообразования,C67,60_64,муж,33,60-64,13
II,Новообразования,C67,65_69,жен,9,65-69,14
II,Новообразования,C67,65_69,муж,39,65-69,14
II,Новообразования,C67,70_74,жен,7,70-74,15
II,Новообразования,C67,70_74,муж,44,70-74,15
II,Новообразования,C67,75_79,жен,17,75-79,16
II,Новообразования,C67,75_79,муж,24,75-79,16
II,Новообразования,C67,80_plus,жен,17,80+,17
II,Новообразования,C67,80_plus,муж,27,80+,17
II,Новообразования,C68,55_59,муж,1,55-59,12
II,Новообразования,C68,60_64,жен,1,60-64,13
II,Новообразования,C68,60_64,муж,3,60-64,13
II,Новообразования,C68,65_69,жен,2,65-69,14
II,Новообразования,C68,75_79,жен,2,75-79,16
II,Новообразования,C69,20_24,муж,1,20-24,5
II,Новообразования,C69,50_54,жен,1,50-54,11
II,Новообразования,C69,55_59,жен,1,55-59,12
II,Новообразования,C69,60_64,жен,1,60-64,13
II,Новообразования,C69,65_69,жен,1,65-69,14
II,Новообразования,C69,65_69,муж,3,65-69,14
II,Новообразования,C69,70_74,жен,1,70-74,15
II,Новообразования,C69,70_74,муж,3,70-74,15
